Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.95916507798465
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7345.13405424466
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.03970721671608
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1109.25591724481
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.21897599376188
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,683.251296361547
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.273917114341304
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5910.38876238678
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.82524913660345
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.69217785748193
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16436.9736646856
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.13700592851868
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,107158.736319503
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.3302080763221
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,82943.6803206488
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,480.888892539933
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.128320761389143
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,390.8407066644
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0865337262442186
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11075.5764782095
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.6002204133699
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9822.5396400279
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.70367497634302
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,802.033618195994
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.294583927721055
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27090.9324830243
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.19831624125622
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3409.49291241526
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.25275628295556
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1575.3121704313
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.908407126272224
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10335.8485763302
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.26404031287368
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9945.77684548009
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.74147772536983
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2917.24221928425
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.59801136363636
Moldova,MDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3260.52737556231
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.17183206349277
Monaco,MCO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,171223.980529205
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Mongolia,MNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4233.9726894313
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.72509805331754
Montenegro,MNE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7378.50027614317
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.0499689020245
Morocco,MAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3004.63222965656
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.85072678357202
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,602.530105424678
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.225115201178573
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1459.64300647076
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.605492802809427
Namibia,NAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4632.39089281682
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.73589837846669
Nauru,NRU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8392.95808376184
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.55553474433414
Nepal,NPL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1021.33187703376
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.428179218238
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,47807.5889502256
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.7728237338512
New Caledonia,NCL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
New Zealand,NZL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40304.3614288941
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.5726645716851
Nicaragua,NIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2086.0333813156
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.805815232908442
Niger,NER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,513.626785879833
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.102037038018956
Nigeria,NGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2512.1923919651
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.667110198543523
North Macedonia,MKD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5184.69447115249
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.54972529364705
Northern Mariana Islands,MNP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20533.1275098717
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,75953.5819514803
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.0313611886935
Oman,OMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17393.5489929358
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.1921243629744
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1502.89134337709
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.981820104961691
Palau,PLW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15115.3677466935
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.191167439004
Panama,PAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14880.6627778793
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.42765632047745
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2749.11777751427
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.866804456815709
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5871.28131096779
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.21045377784493
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6574.31669004882
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.69681922982601
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3500.93378918765
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.3336909595387
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14332.9158910011
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.23547225459022
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21049.1506493628
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.84061276050869
Puerto Rico,PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29753.3640818799
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,59757.7960853415
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,32.4156391708326
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10714.0153591551
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.84513275926788
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9739.8999158678
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.1266183699469
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,830.429341227361
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0877908243794144
Samoa,WSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4335.20738207397
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.63158753467124
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43775.7858170124
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1667.85791865606
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.663406497592782
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20067.778733703
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.2687805332958
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1360.23927843023
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.621912356528099
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6261.52713908381
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.52192219406972
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15866.9071407041
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.40747400839172
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,630.482455396876
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.133330736434022
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,61056.5840322677
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.39913483236136
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27254.4109812939
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17723.0211892321
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.05863547411852
Slovenia,SVN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23466.9305272061
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.77469533158397
Solomon Islands,SLB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2321.13600236059
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.566740598232995
Somalia,SOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,425.416599382026
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0459747904898814
South Africa,ZAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6199.89169872681
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.4966448945296
South Sudan,SSD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.125729733551362
Spain,ESP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27714.6575535931
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.52035039972218
Sri Lanka,LKA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4157.28387632309
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.998154130133826
St. Kitts and Nevis,KNA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20686.3441866758
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.95823639345513
St. Lucia,LCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10975.8265270407
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.14415305954148
St. Martin (French part),MAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7206.49809151104
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.54060430088014
Sudan,SDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1254.85907442123
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.483235877575013
Suriname,SUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9020.44078727509
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.61119261372218
Sweden,SWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,52983.0068617482
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.53800912688421
Switzerland,CHE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,87980.6706854377
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.40199104356902
Syrian Arab Republic,SYR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,925.242045869642
Syrian Arab Republic,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.64708751139417
Tajikistan,TJK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1119.64284841807
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.805419539521981
Tanzania,TZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1042.98771692291
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.20563473262264
Thailand,THA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6489.25718582616
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.71403920358071
Timor-Leste,TLS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1251.42664522467
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.504741812732901
Togo,TGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,612.785751009321
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.286471388670057
Tonga,TON,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4676.77822130352
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.84110311146426
Trinidad and Tobago,TTO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16457.1941579602
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.7784401237264
Tunisia,TUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4195.2510051402
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.59225886480332
Turkey,TUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12006.8158804758
Turkey,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.0154183703224
Turkmenistan,TKM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7349.45910609327
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.2596481704872
Turks and Caicos Islands,TCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27623.6701583477
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Tuvalu,TUV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3391.39209325592
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.869187309865276
Uganda,UGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,870.708740313319
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.143462178127508
Ukraine,UKR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2336.9763289031
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.15418063140229
United Arab Emirates,ARE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39670.9315273407
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.7974984025486
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,47231.3368868464
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.39870813789348
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,59821.5922735518
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.2408745833286
Uruguay,URY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16037.9321087408
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.8902440792163
Uzbekistan,UZB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3047.30838365541
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.4011912817354
Vanuatu,VUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2860.01247554305
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.615016656701119
"Venezuela, RB",VEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.782754886893
Vietnam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2456.79122406845
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.69880592228919
Virgin Islands (U.S.),VIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35073.6306566799
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
West Bank and Gaza,PSE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3417.79440837962
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Yemen, Rep.",YEM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1290.92523850809
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.326681762802864
Zambia,ZMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1368.60175641733
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.446065443448411
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1529.0263737276
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.849792905399696
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 02/15/2022,,,,
